COLLECTION,COLLECTOR,CONDDATE,CONDEXAM,CONDITION,COPYNO,COPYRIGHT,CREATOR,DATE,DESCRIP,EARLYDATE,EDITION,FILMSIZE,HOMELOC,IMAGEFILE,MAINTDATE,MEDIUM,NOTES,OBJECTID,OBJNAME,PRINTSIZE,PROCESS,PROVENANCE,RECDATE,RECFROM,STATUSDATE,STERMS,TITLE,UDF2,UDF4,UDF5,Date of Photo,UDF9,UPDATED,USED,MAPS URL,Notes,,MAPS URL,Notes,,,Notes,CAT Record URL
John P. Wymer photograph collection,,04/01/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",9/3/1950,"John P. Wymer's description: West side of the U. S. Post Office Department Building. September 3, 1950.","1,950",,,212,047\WY 325346.JPG,04/01/2006,Photographic Emulsion,,WY 3253.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Department of the Post Office Building Old Post Office,General view southeast over the U. S. Post Office Department Building.,Pennsylvania Avenue,Downtown,NW,9/3/1950,0292/0323,11/03/2015,,,,,,,,,,
John P. Wymer photograph collection,,04/01/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",9/3/1950,"John P. Wymer's description: Court, U. S. Post Office Deparment Building. September 3, 1950.","1,950",,,212,047\WY 325446.JPG,04/01/2006,Photographic Emulsion,,WY 3254.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Department of the Post Office Building,Courtyard of the U. S. Post Ofrfice Department Building.,Pennsylvania Avenue,Downtown,NW,9/3/1950,292,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,04/01/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",9/3/1950,"John P. Wymer's description: East side of the U. S. Post Office Deparment Building. September 3, 1950.","1,950",,,212,047\WY 325546.JPG,04/01/2006,Photographic Emulsion,,WY 3255.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Department of the Post Office Building,General view southeast over the U. S. Post Ofrfice Department Building.,Twelfth Street,Downtown,NW,9/3/1950,,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,04/01/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",9/3/1950,"John P. Wymer's description: U. S. Bureau of Internal Revenue Building, 10th Street and Constitution Avenue NW. September 3, 1950.","1,950",,,212,047\WY 325646.JPG,04/01/2006,Photographic Emulsion,,WY 3256.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Internal Revenue Service (IRS) Building,General view northwest down Constitution Avenue NW in the 1000 block.,Constitution Avenue,,NW,9/3/1950,,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,04/01/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",9/3/1950,"John P. Wymer's description: U. S. Interstate Commerce Commission Building, 12th Street and Constitution Avenue NW. September 3, 1950.","1,950",,,212,047\WY 325746.JPG,04/01/2006,Photographic Emulsion,,WY 3257.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Interstate Commerce Commission Building,General view northwest down Constitution Avenue NW in the 1200 block.,Constitution Avenue,,NW,9/3/1950,,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,04/01/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",9/3/1950,"John P. Wymer's description: U. S. Government Auditorium, 13th Street and Constitution Avenue NW. September 3, 1950.","1,950",,,212,047\WY 325846.JPG,04/01/2006,Photographic Emulsion,,WY 3258.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Interdepartmental Auditorium,General view northwest down Constitution Avenue NW in the 1300 block.,Constitution Avenue,,NW,9/3/1950,0260/0295,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,04/01/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",9/3/1950,"John P. Wymer's description: U. S. Department of Labor Building, 14th Street and Constitution Avenue NW. September 3, 1950.","1,950",,,212,047\WY 325946.JPG,04/01/2006,Photographic Emulsion,,WY 3259.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Department of Labor Building,General view northwest down Constitution Avenue NW in the 1300 block.,Constitution Avenue,,NW,9/3/1950,,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,04/02/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",9/3/1950,"John P. Wymer's description: Temporary Building U, 12th Street and Constitution Avenue NW. September 3, 1950.","1,950",,,212,041\WY 326046.JPG,04/02/2006,Photographic Emulsion,,WY 3260.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Tempo Building U -- WW II Washington Monument,General view southwest down Constitution Avenue NW from 12th Street. Tempo Building U.,Constitution Avenue,,NW,9/3/1950,,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,04/02/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",9/3/1950,"John P. Wymer's description: View of the Labor Department, the Government Auditorium, the Interstate Commerce Commission, and Temporary T buildings from the Mall. September 3, 1950.","1,950",,,212,041\WY 326146.JPG,04/02/2006,Photographic Emulsion,,WY 3261.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Tempo Building T -- WW II Interdepartmental Auditorium Department of Labor Building Interstate Commerce Commission Building Old Post Office,General view north from the 1300 block of Madison Place NW.,Constitution Avenue,,NW,9/3/1950,,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,04/02/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",9/3/1950,"John P. Wymer's description: View of the Commerce Department Building from the Washington Monument Grounds. September 3, 1950.","1,950",,,212,047\WY 326246.JPG,04/02/2006,Photographic Emulsion,,WY 3262.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Department of Labor Building,Department of Labor Building. northeast corner of Constitution Avenue and 14th Street NW.,Constitution Avenue,,NW,9/3/1950,,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,04/02/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",9/3/1950,"John P. Wymer's description: The ""Zero Milestone"", the Ellipse. September 3, 1950.","1,950",,,212,047\WY 326346.JPG,04/02/2006,Photographic Emulsion,,WY 3263.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Zero Milestone Ellipse,"The ""Zero Milestone"" on the north side of the Ellipse, south of the White House.",E Street,,NW,9/3/1950,,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,04/02/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",9/3/1950,"John P. Wymer's description: View of the Washington Monument from the Ellipse. September 3, 1950.","1,950",,,212,047\WY 326446.JPG,04/02/2006,Photographic Emulsion,,WY 3264.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Washington Monument,General view southeast from the Ellipse to the Washington Monument.,,,NW,9/3/1950,,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,04/02/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",7/22/1951,"John P. Wymer's description: A baseball game on the Ellipse. July 22, 1951.","1,951",,,212,047\WY 326546.JPG,04/02/2006,Photographic Emulsion,,WY 3265.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Ellipse,A baseball game on the Ellipse.,,,NW,7/22/1951,,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,04/02/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",9/3/1950,"John P. Wymer's description: Monument to the original land patentees (under Colonial Maryland) of the District of Columbia, the Ellipse opposite the Commerce Department Building. September 3 1950.","1,950",,,212,047\WY 326646.JPG,04/02/2006,Photographic Emulsion,,WY 3266.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Ellipse Settlers' Monument Reservation 001,Monument to the original land owners of the District of Columbia.,Fifteenth Street,,NW,9/3/1950,Res. 1,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,04/02/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",8/13/1950,"John P. Wymer's description: Old gatehouse from the U. S. Capitol Grounds, now at 17th Street and Constitution Avenue NW. August 13, 1950. Originally at the west entrance to the Capitol grounds.","1,950",,,212,047\WY 326746.JPG,04/02/2006,Photographic Emulsion,,WY 3267.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Bulfinch Capitol Gatehouse Reservation 001,"Old Capitol Gatehouse, on the northwest corner of 17th Street and Constitution Avenue NW.",Seventeenth Street,,NW,8/13/1950,Res. 1,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,04/02/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",9/3/1950,"John P. Wymer's description: Monument to the Second Division, American Expeditionary Forces, World War I, the Ellipse. September 3 1950. Sculptor, James Earle Fraser.","1,950",,,212,047\WY 326846.JPG,04/02/2006,Photographic Emulsion,,WY 3268.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Second Division Memorial World War I Reservation 001,Second Division Monument on the north side of the 1600 block of Constitution Avenue NW.,Constitution Avenue,,NW,9/3/1950,Res. 1,09/11/2015,,,,,,,,,,
